StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Distribution Channel,User Language,How likely are you to support Justin Amash's 2020 Presidential run?,"Before Amash announced his candidacy, who would you most likely have voted for?",Which TWO issues are most important to you as a voter?,"Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - Amash's domestic policy views","Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - Amash's foreign policy views","Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - I do not trust Trump or Biden to operate in my interest","Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - I believe Trump and Biden are mentally unfit or unhealthy","Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - I am trying to disturb the current 2-party system"
"{""ImportId"":""startDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""endDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12_1""}","{""ImportId"":""QID12_2""}","{""ImportId"":""QID12_3""}","{""ImportId"":""QID12_4""}","{""ImportId"":""QID12_5""}"
5/6/2020 18:24,5/6/2020 18:25,IP Address,100,57,TRUE,5/6/2020 18:25,R_2VqgihTAaxiwvnt,,,,,anonymous,EN,I am very likely to support him,Trump,"Taxation,Abortion",1,3,2,,
5/6/2020 18:24,5/6/2020 18:25,IP Address,100,75,TRUE,5/6/2020 18:25,R_2q8kpIQBZyzP0rG,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Economy",3,2,1,,
5/6/2020 18:25,5/6/2020 18:25,IP Address,100,52,TRUE,5/6/2020 18:25,R_2BhBWxxCpCApWEa,,,,,anonymous,EN,I cannot vote,The Libertarian Party nominee,"Economy,Taxation",1,,2,,
5/6/2020 18:25,5/6/2020 18:26,IP Address,100,77,TRUE,5/6/2020 18:26,R_8pHNFiHYqjgFDwZ,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",2,,3,,1
5/6/2020 18:27,5/6/2020 18:28,IP Address,100,82,TRUE,5/6/2020 18:28,R_1QykCqUmLjbjwFM,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",3,2,,,1
5/6/2020 18:27,5/6/2020 18:29,IP Address,100,84,TRUE,5/6/2020 18:29,R_DBhQZduFk2WWJUt,,,,,anonymous,EN,I am very likely to support him,Trump,"Taxation,Government Spending/Deficit",1,,2,3,
5/6/2020 18:30,5/6/2020 18:31,IP Address,100,57,TRUE,5/6/2020 18:31,R_1NxpUWe6ARbHo0v,,,,,anonymous,EN,I cannot vote,I probably would not have voted,"Economy,Gun Policy",3,2,,,1
5/6/2020 18:30,5/6/2020 18:32,IP Address,100,114,TRUE,5/6/2020 18:32,R_1onxv5ZZAJaNWiR,,,,,anonymous,EN,I am very likely to support him,Undecided,"Taxation,Government Spending/Deficit",1,3,,,2
5/6/2020 18:32,5/6/2020 18:33,IP Address,100,59,TRUE,5/6/2020 18:33,R_30rfjjeOQynsDpb,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Abortion",1,2,3,,
5/6/2020 18:34,5/6/2020 18:36,IP Address,100,75,TRUE,5/6/2020 18:36,R_3KYHcSyM8jVe9Ry,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",2,1,3,,
5/6/2020 18:39,5/6/2020 18:40,IP Address,100,65,TRUE,5/6/2020 18:40,R_ah0eT0FsQrb2fkt,,,,,anonymous,EN,I am very likely to support him,Undecided,"Economy,Government Spending/Deficit",1,,3,2,
5/6/2020 18:46,5/6/2020 18:46,IP Address,100,48,TRUE,5/6/2020 18:46,R_2BsbPMjmgY9pig1,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Government Spending/Deficit",2,1,,,
5/6/2020 18:44,5/6/2020 18:47,IP Address,100,171,TRUE,5/6/2020 18:47,R_56Jli8aDlUpmv1n,,,,,anonymous,EN,I am truly undecided,The Libertarian Party nominee,"National Security/Foreign Policy,Government Spending/Deficit",1,2,,,3
5/6/2020 18:46,5/6/2020 18:47,IP Address,100,69,TRUE,5/6/2020 18:47,R_1Nn8n2qBkqsHsKs,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Gun Policy",1,,2,,3
5/6/2020 18:52,5/6/2020 18:53,IP Address,100,86,TRUE,5/6/2020 18:53,R_2a9PsPpo8ggzErJ,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Gun Policy",2,3,,,1
5/6/2020 18:55,5/6/2020 18:56,IP Address,100,55,TRUE,5/6/2020 18:56,R_Y6rxWFXU543lVlL,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Economy,Taxation",,,1,3,2
5/6/2020 18:54,5/6/2020 18:56,IP Address,100,108,TRUE,5/6/2020 18:56,R_WlEm2KhEFKOJpMR,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Government Spending/Deficit",1,,2,3,
5/6/2020 19:00,5/6/2020 19:00,IP Address,100,40,TRUE,5/6/2020 19:00,R_2dzkRNkJaxnA9PC,,,,,anonymous,EN,I am very likely to support him,Biden,"Economy,Taxation",2,,3,1,
5/6/2020 18:59,5/6/2020 19:01,IP Address,100,128,TRUE,5/6/2020 19:01,R_1nYLDsRxDoRNUcR,,,,,anonymous,EN,I may support him,The Libertarian Party nominee,"National Security/Foreign Policy,Government Spending/Deficit",2,1,3,,
5/6/2020 19:00,5/6/2020 19:02,IP Address,100,76,TRUE,5/6/2020 19:02,R_2RQtxMgmltejorH,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Taxation",1,2,3,,
5/6/2020 19:02,5/6/2020 19:04,IP Address,100,139,TRUE,5/6/2020 19:04,R_Og2BPxl9tTXFgRj,,,,,anonymous,EN,I am very likely to support him,Trump,"National Security/Foreign Policy,Government Spending/Deficit",,2,,3,1
5/6/2020 19:05,5/6/2020 19:06,IP Address,100,78,TRUE,5/6/2020 19:06,R_2cbdEDxwSYJx9g0,,,,,anonymous,EN,I may support him,Trump,"Economy,Gun Policy",1,,3,,2
5/6/2020 19:07,5/6/2020 19:08,IP Address,100,77,TRUE,5/6/2020 19:08,R_cTK2BSAAW9Cv0vD,,,,,anonymous,EN,I am truly undecided,Undecided,"Economy,Abortion",,3,1,,2
5/6/2020 19:08,5/6/2020 19:09,IP Address,100,55,TRUE,5/6/2020 19:09,R_2dszfoaeXuimhfH,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"National Security/Foreign Policy,Economy",3,2,1,,
5/6/2020 19:08,5/6/2020 19:10,IP Address,100,82,TRUE,5/6/2020 19:10,R_6mtutdZAjwVCvV7,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Government Spending/Deficit",1,,3,2,
5/6/2020 19:08,5/6/2020 19:10,IP Address,100,90,TRUE,5/6/2020 19:10,R_1kFztIpdctDna7o,,,,,anonymous,EN,I am very likely to support him,Undecided,"Gun Policy,Government Spending/Deficit",1,2,,,3
5/6/2020 19:09,5/6/2020 19:12,IP Address,100,219,TRUE,5/6/2020 19:12,R_3lYRbOd1IE45Pfo,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",2,3,1,,
5/6/2020 19:12,5/6/2020 19:13,IP Address,100,79,TRUE,5/6/2020 19:13,R_3k5PocBMxE84BCG,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Gun Policy",1,,,2,3
5/6/2020 19:12,5/6/2020 19:14,IP Address,100,94,TRUE,5/6/2020 19:14,R_b8f1WZERjhjqze1,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Education Policy",1,2,,,3
5/6/2020 19:12,5/6/2020 19:14,IP Address,100,117,TRUE,5/6/2020 19:14,R_1QLX6mz24zzNi9u,,,,,anonymous,EN,I may support him,Trump,"Gun Policy,Government Spending/Deficit",2,,1,,3
5/6/2020 19:13,5/6/2020 19:15,IP Address,100,73,TRUE,5/6/2020 19:15,R_2fpWmiECBlpg2lT,,,,,anonymous,EN,I am very likely to support him,Trump,"Government Spending/Deficit,Abortion",3,,2,1,
5/6/2020 19:14,5/6/2020 19:15,IP Address,100,72,TRUE,5/6/2020 19:15,R_spzzP2rv5TsIYpP,,,,,anonymous,EN,I may support him,Other/write-in,"Criminal Justice,Climate Change",,,1,3,2
5/6/2020 19:18,5/6/2020 19:20,IP Address,100,73,TRUE,5/6/2020 19:20,R_293KshPasgunX7T,,,,,anonymous,EN,I cannot vote,I probably would not have voted,"National Security/Foreign Policy,Gun Policy",,1,3,,2
5/6/2020 19:23,5/6/2020 19:24,IP Address,100,88,TRUE,5/6/2020 19:24,R_31KOENBYZADHVKd,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Government Spending/Deficit",,,1,2,3
5/6/2020 19:23,5/6/2020 19:24,IP Address,100,74,TRUE,5/6/2020 19:24,R_1GDNB0wd0Mi0mrg,,,,,anonymous,EN,I may support him,Trump,"Economy,Government Spending/Deficit",3,,,2,1
5/6/2020 19:25,5/6/2020 19:26,IP Address,100,76,TRUE,5/6/2020 19:26,R_2gl71LqiuMnfpeN,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Climate Change",1,3,,,2
5/6/2020 19:23,5/6/2020 19:26,IP Address,100,158,TRUE,5/6/2020 19:26,R_1gpdSO1noyrSMB7,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Government Spending/Deficit",1,,2,,3
5/6/2020 19:36,5/6/2020 19:37,IP Address,100,72,TRUE,5/6/2020 19:37,R_51nxQxRHMeLnLA5,,,,,anonymous,EN,I may support him,The Libertarian Party nominee,"Gun Policy,Abortion",1,,2,,3
5/6/2020 19:39,5/6/2020 19:41,IP Address,100,87,TRUE,5/6/2020 19:41,R_2dMhuswFQJ5kcpv,,,,,anonymous,EN,I may support him,Undecided,"Economy,Taxation",1,,3,,2
5/6/2020 19:42,5/6/2020 19:43,IP Address,100,59,TRUE,5/6/2020 19:43,R_0U4F5rBtOoIKzaF,,,,,anonymous,EN,I may support him,Trump,"Economy,Government Spending/Deficit",1,,,,
5/6/2020 19:44,5/6/2020 19:45,IP Address,100,89,TRUE,5/6/2020 19:45,R_3dPJBN8YBCo9kzg,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",2,,1,,3
5/6/2020 19:43,5/6/2020 19:46,IP Address,100,176,TRUE,5/6/2020 19:46,R_247dtcC31yxzahe,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Government Spending/Deficit",1,,2,,3
5/6/2020 19:45,5/6/2020 19:47,IP Address,100,107,TRUE,5/6/2020 19:47,R_3JF6H39NfxfdadE,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Government Spending/Deficit",1,2,,,3
5/6/2020 19:53,5/6/2020 19:54,IP Address,100,70,TRUE,5/6/2020 19:54,R_zSxtWKryNtcYva9,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Economy",,3,1,,2
5/6/2020 19:58,5/6/2020 20:01,IP Address,100,181,TRUE,5/6/2020 20:01,R_3Jad1a5Ood6X3xs,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Government Spending/Deficit",3,,2,,1
5/6/2020 20:01,5/6/2020 20:02,IP Address,100,56,TRUE,5/6/2020 20:02,R_21HuDdueGWar1lK,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Gun Policy",1,,,2,3
5/6/2020 20:02,5/6/2020 20:04,IP Address,100,117,TRUE,5/6/2020 20:04,R_2Wu4Iy8omSU9Mz5,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Government Spending/Deficit",,3,,2,1
5/6/2020 20:03,5/6/2020 20:04,IP Address,100,83,TRUE,5/6/2020 20:04,R_2VPaJDUcgvP0AGH,,,,,anonymous,EN,I am truly undecided,The Libertarian Party nominee,"Taxation,Gun Policy",3,2,,,1
5/6/2020 20:04,5/6/2020 20:06,IP Address,100,103,TRUE,5/6/2020 20:06,R_3M9aVEqWOjIuwog,,,,,anonymous,EN,I am very likely to support him,Biden,"Climate Change,Government Spending/Deficit",,,1,2,
5/6/2020 20:05,5/6/2020 20:07,IP Address,100,123,TRUE,5/6/2020 20:07,R_2pYlgLPMbQXabbA,,,,,anonymous,EN,I may support him,Biden,"Immigration,Government Spending/Deficit",3,,,1,2
5/6/2020 20:09,5/6/2020 20:10,IP Address,100,64,TRUE,5/6/2020 20:10,R_2EzOB1Ob0nyvb3S,,,,,anonymous,EN,I am very likely to support him,Trump,"Taxation,Government Spending/Deficit",1,,2,3,
5/6/2020 20:17,5/6/2020 20:18,IP Address,100,75,TRUE,5/6/2020 20:18,R_Y3742qboQyqYLxT,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Government Spending/Deficit,Abortion",1,,,3,2
5/6/2020 20:20,5/6/2020 20:20,IP Address,100,42,TRUE,5/6/2020 20:20,R_yCMf4Ly1vJQwj17,,,,,anonymous,EN,I may support him,Undecided,"Healthcare,Economy",1,,,2,3
5/6/2020 20:22,5/6/2020 20:23,IP Address,100,51,TRUE,5/6/2020 20:23,R_21dFUuF8ZVCu1Fg,,,,,anonymous,EN,I am very likely to support him,Trump,"National Security/Foreign Policy,Abortion",2,1,,3,
5/6/2020 20:24,5/6/2020 20:26,IP Address,100,105,TRUE,5/6/2020 20:26,R_bxAYH2QB2ZmCqad,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"National Security/Foreign Policy,Economy",3,1,,2,
5/6/2020 20:26,5/6/2020 20:28,IP Address,100,107,TRUE,5/6/2020 20:28,R_1pGq89oQBCIJbUe,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Government Spending/Deficit",1,2,3,,
5/6/2020 20:29,5/6/2020 20:30,IP Address,100,82,TRUE,5/6/2020 20:30,R_1pXbnFohLZ4qtOr,,,,,anonymous,EN,I may support him,Undecided,"National Security/Foreign Policy,Government Spending/Deficit",,,1,3,2
5/6/2020 20:29,5/6/2020 20:32,IP Address,100,147,TRUE,5/6/2020 20:32,R_qC9hZbV2qlk7LfH,,,,,anonymous,EN,I may support him,Undecided,"Healthcare,Universal Basic Income",,3,1,,2
5/6/2020 20:34,5/6/2020 20:35,IP Address,100,54,TRUE,5/6/2020 20:35,R_ZCg8LlaASCkUkbT,,,,,anonymous,EN,I am very likely to support him,Trump,"Healthcare,Government Spending/Deficit",,,2,1,3
5/6/2020 20:35,5/6/2020 20:36,IP Address,100,86,TRUE,5/6/2020 20:36,R_3kpJvHrsy1VwV00,,,,,anonymous,EN,I may support him,Biden,"Universal Basic Income,Government Spending/Deficit",3,,1,2,
5/6/2020 20:35,5/6/2020 20:37,IP Address,100,78,TRUE,5/6/2020 20:37,R_yrl4eO3YWuUivKx,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Government Spending/Deficit",,,2,1,3
5/6/2020 20:37,5/6/2020 20:39,IP Address,100,107,TRUE,5/6/2020 20:39,R_1kZhubThbV7YgUa,,,,,anonymous,EN,I am very likely to support him,Biden,"Criminal Justice,Government Spending/Deficit",1,2,3,,
5/6/2020 20:39,5/6/2020 20:40,IP Address,100,97,TRUE,5/6/2020 20:40,R_2arAgygUoC4htCI,,,,,anonymous,EN,I may support him,The Libertarian Party nominee,"National Security/Foreign Policy,Economy",,,2,3,1
5/6/2020 20:38,5/6/2020 20:41,IP Address,100,123,TRUE,5/6/2020 20:41,R_3Rl9NY5mm0HVjcD,,,,,anonymous,EN,I am very likely to support him,Trump,"Economy,Taxation",2,,,,1
5/6/2020 20:39,5/6/2020 20:42,IP Address,100,189,TRUE,5/6/2020 20:42,R_ZeixHJaThcVhW5b,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",1,,2,3,
5/6/2020 20:42,5/6/2020 20:43,IP Address,100,52,TRUE,5/6/2020 20:43,R_3BO9qkZwTKOJimt,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Gun Policy",2,,1,,3
5/6/2020 20:44,5/6/2020 20:45,IP Address,100,49,TRUE,5/6/2020 20:45,R_1Pctt50KxzuMRHk,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Government Spending/Deficit",1,2,3,,
5/6/2020 20:45,5/6/2020 20:45,IP Address,100,46,TRUE,5/6/2020 20:45,R_wO9LAIvQeW1Wu65,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Abortion",3,,2,,1
5/6/2020 20:46,5/6/2020 20:49,IP Address,100,193,TRUE,5/6/2020 20:49,R_3L86mKoRgoWqmPk,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Economy",1,2,,,3
5/6/2020 20:48,5/6/2020 20:50,IP Address,100,112,TRUE,5/6/2020 20:50,R_3hcGoH2Lcj1XxxH,,,,,anonymous,EN,I am very likely to support him,Trump,"Immigration,Gun Policy",2,3,1,,
5/6/2020 20:53,5/6/2020 20:55,IP Address,100,97,TRUE,5/6/2020 20:55,R_uybFVlLUm47UHcJ,,,,,anonymous,EN,I am very likely to support him,Other/write-in,"Taxation,Gun Policy",2,,1,,3
5/6/2020 20:53,5/6/2020 20:55,IP Address,100,129,TRUE,5/6/2020 20:55,R_XU14XDwydIsAewp,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",1,2,3,,
5/6/2020 20:58,5/6/2020 20:59,IP Address,100,47,TRUE,5/6/2020 20:59,R_10H70Zh3zAzkebT,,,,,anonymous,EN,I may support him,The Libertarian Party nominee,"Criminal Justice,Gun Policy",,,2,1,3
5/6/2020 21:00,5/6/2020 21:01,IP Address,100,104,TRUE,5/6/2020 21:01,R_TvnUu8wPIlLxiKZ,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Universal Basic Income,Government Spending/Deficit",3,,,2,1
5/6/2020 21:00,5/6/2020 21:02,IP Address,100,110,TRUE,5/6/2020 21:02,R_2bHGtH0Goqh8ZFE,,,,,anonymous,EN,I am very likely to support him,Biden,"National Security/Foreign Policy,Climate Change",2,,3,1,
5/6/2020 21:06,5/6/2020 21:07,IP Address,100,90,TRUE,5/6/2020 21:07,R_3QREdB7nkkPSSfs,,,,,anonymous,EN,I may support him,Undecided,"Climate Change,Government Spending/Deficit",,1,2,,3
5/6/2020 21:07,5/6/2020 21:09,IP Address,100,88,TRUE,5/6/2020 21:09,R_1qUJ6ZZ9m6mmB7G,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Economy,Education Policy",2,,1,,3
5/6/2020 21:13,5/6/2020 21:14,IP Address,100,78,TRUE,5/6/2020 21:14,R_2E6MA5g00ZlCtCE,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",1,2,3,,
5/6/2020 21:20,5/6/2020 21:22,IP Address,100,113,TRUE,5/6/2020 21:22,R_1Qsbt54CK6JJu4Y,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Education Policy,Government Spending/Deficit",,,2,1,3
5/6/2020 21:21,5/6/2020 21:22,IP Address,100,67,TRUE,5/6/2020 21:22,R_3lLKhz96iKQlP56,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",2,,3,,1
5/6/2020 21:26,5/6/2020 21:27,IP Address,100,64,TRUE,5/6/2020 21:27,R_ZIewNbyk41s4xCV,,,,,anonymous,EN,I am very likely to support him,Biden,"Education Policy,Universal Basic Income",3,,1,,2
5/6/2020 21:25,5/6/2020 21:27,IP Address,100,104,TRUE,5/6/2020 21:27,R_2Siu5LBJ8Z1jvSK,,,,,anonymous,EN,I am very likely to support him,Biden,"Criminal Justice,Climate Change",3,,2,,1
5/6/2020 21:26,5/6/2020 21:28,IP Address,100,105,TRUE,5/6/2020 21:28,R_UXveptLue8v7iwN,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Government Spending/Deficit",2,1,,,3
5/6/2020 21:28,5/6/2020 21:29,IP Address,100,42,TRUE,5/6/2020 21:29,R_21u1IeUkFjfXLu5,,,,,anonymous,EN,I may support him,Other/write-in,"Economy,Abortion",2,,3,1,
5/6/2020 21:34,5/6/2020 21:35,IP Address,100,89,TRUE,5/6/2020 21:35,R_3CTtIz9anBDwuUj,,,,,anonymous,EN,I am very likely to support him,Trump,"Economy,Taxation",1,,,3,2
5/6/2020 21:37,5/6/2020 21:38,IP Address,100,93,TRUE,5/6/2020 21:38,R_2cBdjSZsP6Yr4Ij,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Criminal Justice",,,1,2,
5/6/2020 21:37,5/6/2020 21:40,IP Address,100,193,TRUE,5/6/2020 21:40,R_8iWXaoOs4MkaTDP,,,,,anonymous,EN,I am very likely to support him,Trump,"Economy,Government Spending/Deficit",,,2,3,1
5/6/2020 21:40,5/6/2020 21:41,IP Address,100,69,TRUE,5/6/2020 21:41,R_qUiQjllATNUuMet,,,,,anonymous,EN,I am very likely to support him,Biden,"Education Policy,Government Spending/Deficit",2,,,,1
5/6/2020 21:40,5/6/2020 21:41,IP Address,100,69,TRUE,5/6/2020 21:41,R_3EuQrL93OaqxKiS,,,,,anonymous,EN,I may support him,Undecided,"Taxation,Abortion",2,,1,,3
5/6/2020 21:40,5/6/2020 21:41,IP Address,100,51,TRUE,5/6/2020 21:41,R_Zk5gongj5V09dRf,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",2,,3,,1
5/6/2020 21:40,5/6/2020 21:42,IP Address,100,102,TRUE,5/6/2020 21:42,R_XXwbIZxtR5N6DEB,,,,,anonymous,EN,I am very likely to support him,Biden,"Economy,Immigration",1,,2,3,
5/6/2020 21:42,5/6/2020 21:44,IP Address,100,105,TRUE,5/6/2020 21:44,R_1j7FJmm9d1TrMsA,,,,,anonymous,EN,I am very likely to support him,Other/write-in,"Taxation,Gun Policy",,3,2,,1
5/6/2020 21:45,5/6/2020 21:47,IP Address,100,122,TRUE,5/6/2020 21:47,R_1C70e60Zbvthuq5,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",1,2,,,3
5/6/2020 21:47,5/6/2020 21:49,IP Address,100,95,TRUE,5/6/2020 21:49,R_z8Cdcaulq8nSn5v,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Gun Policy",1,,2,,
5/6/2020 22:01,5/6/2020 22:03,IP Address,100,118,TRUE,5/6/2020 22:03,R_3s1yet7qSLXkrJs,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Taxation",1,,3,2,
5/6/2020 22:02,5/6/2020 22:04,IP Address,100,72,TRUE,5/6/2020 22:04,R_cMRSg62ZAqD9saJ,,,,,anonymous,EN,I am very likely to support him,Trump,"Gun Policy,Abortion",2,,1,,3
5/6/2020 22:04,5/6/2020 22:05,IP Address,100,78,TRUE,5/6/2020 22:05,R_z0awSlvQ1fWXQit,,,,,anonymous,EN,I am very likely to support him,Other/write-in,"Criminal Justice,Government Spending/Deficit",3,,2,1,
5/6/2020 22:06,5/6/2020 22:09,IP Address,100,147,TRUE,5/6/2020 22:09,R_2cvzqzzhhKBVk2c,,,,,anonymous,EN,I may support him,Trump,"Taxation,Gun Policy",3,2,,,1
5/6/2020 22:13,5/6/2020 22:14,IP Address,100,62,TRUE,5/6/2020 22:14,R_0ixTIIzx9EkLkzv,,,,,anonymous,EN,I am very likely to support him,Trump,"Gun Policy,Abortion",1,,2,3,
5/6/2020 22:15,5/6/2020 22:17,IP Address,100,95,TRUE,5/6/2020 22:17,R_2UaNWbBRPsb1BJz,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",1,3,2,,
5/6/2020 22:19,5/6/2020 22:20,IP Address,100,78,TRUE,5/6/2020 22:20,R_2330ZsfZliQjh9h,,,,,anonymous,EN,I am very likely to support him,Undecided,"Economy,Government Spending/Deficit",1,,2,,3
5/6/2020 22:18,5/6/2020 22:20,IP Address,100,117,TRUE,5/6/2020 22:20,R_245JAQxc0NDp8Cx,,,,,anonymous,EN,I am very likely to support him,Undecided,"Gun Policy,Government Spending/Deficit",2,,1,3,
5/6/2020 22:22,5/6/2020 22:22,IP Address,100,49,TRUE,5/6/2020 22:22,R_DCZ4vt2tbW48rJv,,,,,anonymous,EN,I am very likely to support him,Biden,"Government Spending/Deficit,Abortion",1,,3,,2
5/6/2020 22:25,5/6/2020 22:26,IP Address,100,66,TRUE,5/6/2020 22:26,R_25LxeCeK3jxU5g7,,,,,anonymous,EN,I am very likely to support him,Undecided,"Education Policy,Government Spending/Deficit",1,,2,,3
5/6/2020 22:29,5/6/2020 22:31,IP Address,100,108,TRUE,5/6/2020 22:31,R_2Yf88YVNA1s3okN,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",3,,1,2,
5/6/2020 22:30,5/6/2020 22:31,IP Address,100,82,TRUE,5/6/2020 22:31,R_BWaq6Vux3IuYYEh,,,,,anonymous,EN,I am very likely to support him,Undecided,"Criminal Justice,Government Spending/Deficit",1,2,3,,
5/6/2020 22:34,5/6/2020 22:35,IP Address,100,45,TRUE,5/6/2020 22:35,R_2tyZWzMADS1rrKs,,,,,anonymous,EN,I may support him,I probably would not have voted,"Taxation,Immigration",1,2,,,
5/6/2020 22:38,5/6/2020 22:39,IP Address,100,56,TRUE,5/6/2020 22:39,R_2dojjonYrDpJyJI,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Gun Policy,Government Spending/Deficit",1,,2,,3
5/6/2020 22:40,5/6/2020 22:42,IP Address,100,75,TRUE,5/6/2020 22:42,R_2c8EuYwREzMFIqF,,,,,anonymous,EN,I am truly undecided,Undecided,"Healthcare,National Security/Foreign Policy",,,1,2,3
